SID	Annotation	Site begin	Site end	Site name	Overlapped symbols	Overlapped perc.	Partner overlapped perc.	Partner begin	Partner end	Partner name
CHR	1	1004359	1005201	NP_2064A	843	100	100	1004359	1005201	NP_RS05100
CHR	1	1005277	1005423	NP_2065H	147	100	64	1005277	1005507	NP_RS05105
CHR	1	1005608	1006015	NP_2066A	408	100	100	1005608	1006015	NP_RS05110
CHR	1	1006090	1006233	NP_2068A	0	0	0	-	-	
CHR	1	1006333	1008432	NP_2070A	2100	100	100	1006333	1008432	NP_RS05115
CHR	1	1008471	1008968	NP_2072A	498	100	100	1008471	1008968	NP_RS05120
CHR	1	1009451	1009753	NP_2076A	303	100	100	1009451	1009753	NP_RS05130
CHR	1	1009755	1010549	NP_2078A	795	100	100	1009755	1010549	NP_RS05135
CHR	1	1010598	1011092	NP_2080A	495	100	100	1010598	1011092	NP_RS05140
CHR	1	1011106	1011708	NP_2082A	603	100	100	1011106	1011708	NP_RS14095
CHR	1	1011768	1012043	NP_2084A	276	100	100	1011768	1012043	NP_RS05150
CHR	1	1012476	1013123	NP_2086A	648	100	100	1012476	1013123	NP_RS05155
CHR	1	1013132	1013755	NP_2088A	624	100	100	1013132	1013755	NP_RS05160
CHR	1	1013764	1014396	NP_2090A	633	100	100	1013764	1014396	NP_RS05165
CHR	1	1014519	1015079	NP_2092A	561	100	100	1014519	1015079	NP_RS05170
CHR	1	1015318	1015773	NP_2094A	456	100	100	1015318	1015773	NP_RS05175
CHR	1	1015770	1016270	NP_2096A	501	100	100	1015770	1016270	NP_RS05180
CHR	1	1016374	1016835	NP_2098A	462	100	100	1016374	1016835	NP_RS05185
CHR	1	1016845	1017537	NP_2100A	693	100	100	1016845	1017537	NP_RS05190
CHR	1	1017632	1017988	NP_2102A	357	100	100	1017632	1017988	NP_RS05195
CHR	1	1017990	1019186	NP_2104A	1197	100	100	1017990	1019186	NP_RS05200
CHR	1	1019190	1019693	NP_2106A	504	100	100	1019190	1019693	NP_RS05205
CHR	1	1019694	1021193	NP_2108A	1500	100	100	1019694	1021193	NP_RS05210
CHR	1	1021388	1023964	NP_2110A	2577	100	100	1021388	1023964	NP_RS05215
CHR	1	1024005	1025036	NP_2112A	1032	100	100	1024005	1025036	NP_RS05220
CHR	1	1025108	1025752	NP_2114A	645	100	100	1025108	1025752	NP_RS05225
CHR	1	1025792	1026148	NP_2116A	357	100	100	1025792	1026148	NP_RS05230
CHR	1	1026249	1027799	NP_2118A	1551	100	100	1026249	1027799	NP_RS05235
CHR	1	1027839	1028630	NP_2120A	792	100	100	1027839	1028630	NP_RS05240
CHR	1	1028662	1028820	NP_2122A	0	0	0	-	-	
CHR	1	1028821	1029552	NP_2124A	732	100	100	1028821	1029552	NP_RS05245
CHR	1	1029991	1030791	NP_2126A	801	100	100	1029991	1030791	NP_RS05250
CHR	1	1030817	1032007	NP_2128A	1191	100	100	1030817	1032007	NP_RS05255
CHR	1	1032290	1033582	NP_2130A	1293	100	100	1032290	1033582	NP_RS05260
CHR	1	1033598	1034323	NP_2132A	726	100	100	1033598	1034323	NP_RS05265
CHR	1	1034415	1035677	NP_2134A	1263	100	100	1034415	1035677	NP_RS14105
CHR	1	1035684	1036142	NP_2136A	459	100	100	1035684	1036142	NP_RS05275
CHR	1	1036205	1036813	NP_2138A	609	100	100	1036205	1036813	NP_RS05280
CHR	1	1036935	1038002	NP_2140A	1068	100	100	1036935	1038002	NP_RS05285
CHR	1	1037999	1038505	NP_2142A	507	100	100	1037999	1038505	NP_RS05290
CHR	1	1038502	1039131	NP_2144A	630	100	100	1038502	1039131	NP_RS05295
CHR	1	1039186	1039731	NP_2146A	546	100	100	1039186	1039731	NP_RS05300
CHR	1	1039738	1040010	NP_2148A	189	69	100	1039738	1039926	NP_RS05305
CHR	1	1040074	1041018	NP_2150A	945	100	100	1040074	1041018	NP_RS05310
CHR	1	1041011	1041244	NP_2152A	234	100	100	1041011	1041244	NP_RS05315
CHR	1	1041571	1043208	NP_2154A	1638	100	100	1041571	1043208	NP_RS05320
CHR	1	1043211	1043972	NP_2156A	762	100	100	1043211	1043972	NP_RS05325
CHR	1	1043976	1045649	NP_2158A	1674	100	100	1043976	1045649	NP_RS05330
CHR	1	1045653	1047383	NP_2160A	1731	100	100	1045653	1047383	NP_RS05335
CHR	1	1047380	1048261	NP_2162A	882	100	100	1047380	1048261	NP_RS05340
CHR	1	1048442	1048666	NP_2164A	225	100	100	1048442	1048666	NP_RS05345
CHR	1	1048678	1049541	NP_2166A	864	100	100	1048678	1049541	NP_RS05350
CHR	1	1049541	1050860	NP_2168A	1320	100	100	1049541	1050860	NP_RS05355
CHR	1	1050862	1051680	NP_2170A	819	100	100	1050862	1051680	NP_RS05360
CHR	1	1051677	1053956	NP_2172A	2280	100	100	1051677	1053956	NP_RS05365
CHR	1	1053962	1055029	NP_2174A	1068	100	100	1053962	1055029	NP_RS05370
CHR	1	1055364	1057811	NP_2176A	2448	100	98	1055313	1057811	NP_RS05375
CHR	1	1057877	1059334	NP_2178A	1458	100	100	1057877	1059334	NP_RS05380
CHR	1	1059407	1061350	NP_2180A	1944	100	100	1059407	1061350	NP_RS05385
CHR	1	1061358	1062005	NP_2182A	648	100	100	1061358	1062005	NP_RS05390
CHR	1	1062110	1062436	NP_2184A	327	100	100	1062110	1062436	NP_RS05395
CHR	1	1062492	1063661	NP_2186A	1170	100	100	1062492	1063661	NP_RS05400
CHR	1	1063701	1064144	NP_2188A	444	100	100	1063701	1064144	NP_RS05405
CHR	1	1064154	1065131	NP_2190A	978	100	100	1064154	1065131	NP_RS05410
CHR	1	1065124	1065768	NP_2192A	645	100	100	1065124	1065768	NP_RS05415
CHR	1	1065768	1067192	NP_2194A	1425	100	100	1065768	1067192	NP_RS05420
CHR	1	1067189	1067431	NP_2196A	243	100	100	1067189	1067431	NP_RS05425
CHR	1	1067440	1068435	NP_2198A	996	100	100	1067440	1068435	NP_RS05430
CHR	1	1068432	1069064	NP_2200A	633	100	100	1068432	1069064	NP_RS05435
CHR	1	1069061	1070806	NP_2202A	1746	100	100	1069061	1070806	NP_RS05440
CHR	1	1070803	1071117	NP_2204A	0	0	0	-	-	
CHR	1	1071120	1072331	NP_2206A	1200	99	100	1071120	1072319	NP_RS05445
CHR	1	1072658	1073191	NP_2208A	534	100	100	1072658	1073191	NP_RS05450
CHR	1	1073188	1074621	NP_2210A	1434	100	100	1073188	1074621	NP_RS05455
CHR	1	1074749	1076404	NP_2212A	1656	100	100	1074749	1076404	NP_RS05460
CHR	1	1076535	1077701	NP_2214A	1167	100	100	1076535	1077701	NP_RS05465
CHR	1	1077698	1078063	NP_2216A	366	100	100	1077698	1078063	NP_RS05470
CHR	1	1078060	1078335	NP_2218A	276	100	100	1078060	1078335	NP_RS05475
CHR	1	1078386	1079354	NP_2220A	969	100	100	1078386	1079354	NP_RS05480
CHR	1	1079558	1080334	NP_2222A	777	100	100	1079558	1080334	NP_RS05485
CHR	1	1080476	1081558	NP_2224A	1083	100	100	1080476	1081558	NP_RS05490
CHR	1	1081635	1081778	NP_2226A	0	0	0	-	-	
CHR	1	1081797	1082267	NP_2228A	471	100	100	1081797	1082267	NP_RS05495
CHR	1	1082383	1084029	NP_2230A	1647	100	100	1082383	1084029	NP_RS05500
CHR	1	1084026	1085255	NP_2232A	1230	100	86	1084026	1085462	NP_RS05505
CHR	1	1085551	1086375	NP_2234A	825	100	100	1085551	1086375	NP_RS05510
CHR	1	1086412	1087050	NP_2236A	639	100	100	1086412	1087050	NP_RS05515
CHR	1	1087178	1088344	NP_2238A	1167	100	100	1087178	1088344	NP_RS05520
CHR	1	1088345	1089022	NP_2240A	672	99	100	1088345	1089016	NP_RS05525
CHR	1	1089089	1089469	NP_2242A	381	100	100	1089089	1089469	NP_RS05530
CHR	1	1089571	1091379	NP_2244A	1809	100	100	1089571	1091379	NP_RS05535
CHR	1	1091531	1092490	NP_2246A	960	100	100	1091531	1092490	NP_RS05540
CHR	1	1092494	1093453	NP_2248A	960	100	100	1092494	1093453	NP_RS05545
CHR	1	1093450	1094274	NP_2250A	825	100	100	1093450	1094274	NP_RS05550
CHR	1	1094274	1095602	NP_2252A	1329	100	100	1094274	1095602	NP_RS05555
CHR	1	1095735	1096661	NP_2254A	927	100	100	1095735	1096661	NP_RS05560
CHR	1	1096683	1097138	NP_2256A	456	100	100	1096683	1097138	NP_RS05565
CHR	1	1097272	1097859	NP_2258A	588	100	100	1097272	1097859	NP_RS05570
CHR	1	1097895	1099049	NP_2260A	1155	100	100	1097895	1099049	NP_RS05575
CHR	1	1099198	1101000	NP_2262A	1803	100	100	1099198	1101000	NP_RS05580
CHR	1	1101249	1101500	NP_2264A	252	100	100	1101249	1101500	NP_RS05585
CHR	1	1101520	1101804	NP_2266A	285	100	100	1101520	1101804	NP_RS05590
CHR	1	1101846	1103621	NP_2268A	1776	100	100	1101846	1103621	NP_RS05595
CHR	1	1103684	1105321	NP_2270A	1638	100	100	1103684	1105321	NP_RS05600
CHR	1	1105314	1105997	NP_2272A	684	100	100	1105314	1105997	NP_RS05605
CHR	1	1106081	1106869	NP_2274A	789	100	100	1106081	1106869	NP_RS05610
CHR	1	1107130	1107369	NP_2276A	240	100	100	1107130	1107369	NP_RS05615
CHR	1	1107503	1108669	NP_2278A	1167	100	100	1107503	1108669	NP_RS05620
CHR	1	1108700	1109569	NP_2280A	870	100	100	1108700	1109569	NP_RS05625
CHR	1	1109704	1110159	NP_2282A	456	100	100	1109704	1110159	NP_RS05630
CHR	1	1110287	1112074	NP_2284A	1788	100	100	1110287	1112074	NP_RS05635
CHR	1	1112071	1113225	NP_2286A	1155	100	100	1112071	1113225	NP_RS05640
CHR	1	1113306	1113914	NP_2288A	609	100	100	1113306	1113914	NP_RS05645
CHR	1	1113989	1114609	NP_2290A	621	100	100	1113989	1114609	NP_RS05650
CHR	1	1114713	1115117	NP_2292A	405	100	100	1114713	1115117	NP_RS05655
CHR	1	1115114	1115797	NP_2294A	684	100	100	1115114	1115797	NP_RS05660
CHR	1	1115794	1117464	NP_2296A	1671	100	100	1115794	1117464	NP_RS05665
CHR	1	1117464	1118522	NP_2298A	1059	100	100	1117464	1118522	NP_RS05670
CHR	1	1118522	1118983	NP_2300A	462	100	100	1118522	1118983	NP_RS05675
CHR	1	1119044	1119556	NP_2302A	513	100	100	1119044	1119556	NP_RS05680
CHR	1	1119617	1119892	NP_2304A	276	100	100	1119617	1119892	NP_RS05685
CHR	1	1119889	1120170	NP_2306A	282	100	100	1119889	1120170	NP_RS05690
CHR	1	1120170	1120484	NP_2308A	315	100	100	1120170	1120484	NP_RS05695
CHR	1	1120486	1122525	NP_2310A	2040	100	100	1120486	1122525	NP_RS05700
CHR	1	1122526	1124073	NP_2312A	1548	100	100	1122526	1124073	NP_RS05705
CHR	1	1124073	1125560	NP_2314A	1488	100	100	1124073	1125560	NP_RS05710
CHR	1	1125606	1127054	NP_2316A	1449	100	100	1125606	1127054	NP_RS05715
CHR	1	1127088	1127903	NP_2318A	816	100	100	1127088	1127903	NP_RS05720
CHR	1	1127994	1129679	NP_2320A	1686	100	100	1127994	1129679	NP_RS05725
CHR	1	1129734	1131029	NP_2322A	1296	100	100	1129734	1131029	NP_RS05730
CHR	1	1131096	1131692	NP_2324A	597	100	100	1131096	1131692	NP_RS05735
CHR	1	1131734	1132480	NP_2326A	678	91	100	1131803	1132480	NP_RS05740
CHR	1	1132794	1133168	NP_2328A	375	100	100	1132794	1133168	NP_RS05750
CHR	1	1133352	1134032	NP_2330A	681	100	100	1133352	1134032	NP_RS05755
CHR	1	1134022	1134228	NP_2331E	0	0	0	-	-	
CHR	1	1134221	1134466	NP_2332A	246	100	100	1134221	1134466	NP_RS05760
CHR	1	1134463	1134648	NP_2334A	186	100	100	1134463	1134648	NP_RS05765
CHR	1	1134734	1134934	NP_2336A	201	100	100	1134734	1134934	NP_RS05770
CHR	1	1134937	1135521	NP_2338A	585	100	100	1134937	1135521	NP_RS05775
CHR	1	1135521	1135628	NP_2340A	0	0	0	-	-	
CHR	1	1135625	1137430	NP_2342A	906	50	100	1136525	1137430	NP_RS05785
CHR	1	1137433	1137522	NP_2344A	0	0	0	-	-	
CHR	1	1137543	1138940	NP_2346A	1398	100	100	1137543	1138940	NP_RS05790
CHR	1	1138933	1140036	NP_2348A	1104	100	100	1138933	1140036	NP_RS05795
CHR	1	1140033	1140275	NP_2350A	243	100	100	1140033	1140275	NP_RS05800
CHR	1	1140272	1141009	NP_2352A	738	100	100	1140272	1141009	NP_RS05805
CHR	1	1141169	1141822	NP_2354A	654	100	87	1141067	1141822	NP_RS05810
CHR	1	1141994	1142851	NP_2356A	858	100	100	1141994	1142851	NP_RS05815
CHR	1	1142848	1144455	NP_2358A	1608	100	100	1142848	1144455	NP_RS05820
CHR	1	1144721	1146400	NP_2360A	1680	100	100	1144721	1146400	NP_RS05825
CHR	1	1146697	1146999	NP_2362A	303	100	100	1146697	1146999	NP_RS05830
CHR	1	1147011	1147334	NP_2364A	324	100	100	1147011	1147334	NP_RS05835
CHR	1	1147545	1147901	NP_2366A	357	100	100	1147545	1147901	NP_RS05840
CHR	1	1147898	1148236	NP_2368A	339	100	100	1147898	1148236	NP_RS05845
CHR	1	1148306	1148560	NP_2369E	0	0	0	-	-	
CHR	1	1148557	1149645	NP_2370A	1089	100	100	1148557	1149645	NP_RS05850
CHR	1	1149822	1150256	NP_2372A	435	100	100	1149822	1150256	NP_RS05855
CHR	1	1150253	1150510	NP_2374A	258	100	100	1150253	1150510	NP_RS05860
CHR	1	1150596	1151882	NP_2376A	1287	100	100	1150596	1151882	NP_RS05865
CHR	1	1151883	1152095	NP_2378A	198	93	100	1151898	1152095	NP_RS05870
CHR	1	1152135	1152860	NP_2380A	726	100	94	1152135	1152908	NP_RS05875
CHR	1	1152857	1154233	NP_2382A	1377	100	100	1152857	1154233	NP_RS05880
CHR	1	1154303	1156087	NP_2384A	1785	100	100	1154303	1156087	NP_RS05885
CHR	1	1156087	1157277	NP_2386A	1191	100	100	1156087	1157277	NP_RS05890
CHR	1	1157399	1157596	NP_2388A	198	100	81	1157354	1157596	NP_RS05895
CHR	1	1157642	1158880	NP_2390A	1239	100	100	1157642	1158880	NP_RS05900
CHR	1	1158901	1159539	NP_2392A	639	100	100	1158901	1159539	NP_RS05905
CHR	1	1159648	1160991	NP_2394A	1344	100	100	1159648	1160991	NP_RS05910
CHR	1	1161085	1161636	NP_2396A	552	100	100	1161085	1161636	NP_RS05915
CHR	1	1161633	1162718	NP_2398A	1086	100	100	1161633	1162718	NP_RS05920
CHR	1	1162768	1163373	NP_2400A	606	100	100	1162768	1163373	NP_RS05925
CHR	1	1163374	1164126	NP_2402A	753	100	100	1163374	1164126	NP_RS05930
CHR	1	1164113	1165291	NP_2404A	1179	100	100	1164113	1165291	NP_RS05935
CHR	1	1165396	1166313	NP_2406A	918	100	100	1165396	1166313	NP_RS05940
CHR	1	1166436	1166873	NP_2408A	411	94	100	1166463	1166873	NP_RS05945
CHR	1	1166953	1168881	NP_2410A	1929	100	100	1166953	1168881	NP_RS05950
CHR	1	1168883	1169689	NP_2412A	807	100	100	1168883	1169689	NP_RS05955
CHR	1	1169754	1170572	NP_2414A	819	100	100	1169754	1170572	NP_RS05960
CHR	1	1170562	1172067	NP_2416A	1506	100	100	1170562	1172067	NP_RS05965
CHR	1	1172064	1173200	NP_2418A	1137	100	100	1172064	1173200	NP_RS05970
CHR	1	1173356	1174861	NP_2420A	1506	100	100	1173356	1174861	NP_RS05975
CHR	1	1174954	1176162	NP_2422A	1209	100	100	1174954	1176162	NP_RS05980
CHR	1	1176159	1176485	NP_2424A	327	100	100	1176159	1176485	NP_RS05985
CHR	1	1176537	1176944	NP_2426A	408	100	100	1176537	1176944	NP_RS05990
CHR	1	1176946	1177443	NP_2428A	498	100	100	1176946	1177443	NP_RS05995
CHR	1	1178025	1179281	NP_2430A	1257	100	100	1178025	1179281	NP_RS06000
CHR	1	1179435	1180319	NP_2432A	885	100	100	1179435	1180319	NP_RS06005
CHR	1	1180368	1181630	NP_2434A	1263	100	100	1180368	1181630	NP_RS06010
CHR	1	1181699	1182301	NP_2436A	603	100	100	1181699	1182301	NP_RS06015
CHR	1	1182303	1183010	NP_2438A	708	100	100	1182303	1183010	NP_RS06020
CHR	1	1183007	1183786	NP_2440A	780	100	100	1183007	1183786	NP_RS06025
CHR	1	1183783	1184703	NP_2442A	921	100	100	1183783	1184703	NP_RS06030
CHR	1	1184758	1185423	NP_2444A	666	100	100	1184758	1185423	NP_RS06035
CHR	1	1185423	1186787	NP_2446A	1365	100	100	1185423	1186787	NP_RS06040
CHR	1	1186888	1187640	NP_2448A	753	100	100	1186888	1187640	NP_RS06045
CHR	1	1187784	1188650	NP_2450A	867	100	100	1187784	1188650	NP_RS06050
CHR	1	1188720	1189130	NP_2452A	411	100	100	1188720	1189130	NP_RS06055
CHR	1	1189191	1189478	NP_2454A	288	100	100	1189191	1189478	NP_RS06060
CHR	1	1189595	1191358	NP_2456A	1764	100	100	1189595	1191358	NP_RS06065
CHR	1	1191589	1191699	NP_2458A	0	0	0	-	-	
CHR	1	1191791	1192060	NP_2460A	270	100	100	1191791	1192060	NP_RS06070
CHR	1	1192097	1194604	NP_2462A	2508	100	100	1192097	1194604	NP_RS06075
CHR	1	1194605	1196194	NP_2464A	1590	100	100	1194605	1196194	NP_RS06080
CHR	1	1196387	1196995	NP_2466A	609	100	100	1196387	1196995	NP_RS06085
CHR	1	1197089	1199854	NP_2468A	2712	98	100	1197089	1199800	NP_RS06090
CHR	1	1199960	1200190	NP_2470A	231	100	100	1199960	1200190	NP_RS06095
CHR	1	1200323	1201345	NP_2472A	1023	100	100	1200323	1201345	NP_RS06100
CHR	1	1201593	1201823	NP_2474A	231	100	100	1201593	1201823	NP_RS06105
CHR	1	1201870	1202253	NP_2476A	384	100	100	1201870	1202253	NP_RS06110
CHR	1	1202243	1202833	NP_2478A	591	100	100	1202243	1202833	NP_RS06115
CHR	1	1202881	1203912	NP_2480A	1032	100	100	1202881	1203912	NP_RS06120
CHR	1	1203909	1204919	NP_2482A	1011	100	100	1203909	1204919	NP_RS06125
CHR	1	1204945	1205823	NP_2484A	879	100	100	1204945	1205823	NP_RS06130
CHR	1	1205848	1206213	NP_2486A	366	100	100	1205848	1206213	NP_RS06135
CHR	1	1206431	1207210	NP_2488A	780	100	100	1206431	1207210	NP_RS06140
CHR	1	1207271	1208068	NP_2490A	798	100	100	1207271	1208068	NP_RS06145
CHR	1	1208093	1208611	NP_2491G	519	100	100	1208093	1208611	NP_RS06150
CHR	1	1208711	1209955	NP_2492A	1245	100	100	1208711	1209955	NP_RS06155
CHR	1	1209955	1210854	NP_2494A	900	100	100	1209955	1210854	NP_RS06160
CHR	1	1210840	1211214	NP_2496A	375	100	100	1210840	1211214	NP_RS06165
CHR	1	1211214	1211468	NP_2498A	255	100	100	1211214	1211468	NP_RS06170
CHR	1	1211469	1211750	NP_2500A	282	100	100	1211469	1211750	NP_RS06175
CHR	1	1211773	1212159	NP_2502A	387	100	100	1211773	1212159	NP_RS06180
CHR	1	1212198	1212512	NP_2504A	306	97	100	1212198	1212503	NP_RS06185
CHR	1	1212546	1214303	NP_2506A	1758	100	100	1212546	1214303	NP_RS06190
CHR	1	1214300	1215862	NP_2508A	1563	100	100	1214300	1215862	NP_RS06195
CHR	1	1215922	1216803	NP_2510A	882	100	95	1215922	1216851	NP_RS06200
CHR	1	1216976	1217788	NP_2512A	813	100	100	1216976	1217788	NP_RS06205
CHR	1	1217846	1218775	NP_2514A	930	100	100	1217846	1218775	NP_RS06210
CHR	1	1218772	1220166	NP_2516A	1395	100	100	1218772	1220166	NP_RS06215
CHR	1	1220241	1221047	NP_2518A	807	100	100	1220241	1221047	NP_RS06220
CHR	1	1221204	1222820	NP_2520A	1617	100	100	1221204	1222820	NP_RS06225
CHR	1	1222872	1224560	NP_2522A	1689	100	100	1222872	1224560	NP_RS06230
CHR	1	1224557	1225426	NP_2524A	870	100	100	1224557	1225426	NP_RS06235
CHR	1	1225717	1226418	NP_2530A	702	100	100	1225717	1226418	NP_RS14110
CHR	1	1226675	1227577	NP_2532A	903	100	100	1226675	1227577	NP_RS06245
CHR	1	1227582	1228043	NP_2534A	462	100	100	1227582	1228043	NP_RS06250
CHR	1	1228214	1228843	NP_2536A	630	100	100	1228214	1228843	NP_RS06255
CHR	1	1229426	1230613	NP_2538A	1188	100	100	1229426	1230613	NP_RS06260
CHR	1	1230684	1232030	NP_2540A	1347	100	100	1230684	1232030	NP_RS06265
CHR	1	1232056	1233195	NP_2542A	1140	100	100	1232056	1233195	NP_RS06270
CHR	1	1233305	1233427	NP_2544A	0	0	0	-	-	
CHR	1	1233492	1234574	NP_2546A	1083	100	100	1233492	1234574	NP_RS06275
CHR	1	1234624	1235049	NP_2548A	426	100	100	1234624	1235049	NP_RS06280
CHR	1	1235046	1235480	NP_2550A	435	100	100	1235046	1235480	NP_RS06285
CHR	1	1235506	1235832	NP_2552A	327	100	100	1235506	1235832	NP_RS06290
CHR	1	1235847	1235987	NP_2554A	141	100	73	1235847	1236038	NP_RS06295
CHR	1	1236609	1236899	NP_2556A	291	100	100	1236609	1236899	NP_RS06300
CHR	1	1236993	1237364	NP_2558A	351	94	100	1236993	1237343	NP_RS06305
CHR	1	1237443	1237874	NP_2560A	432	100	100	1237443	1237874	NP_RS06310
CHR	1	1237871	1238581	NP_2562A	711	100	100	1237871	1238581	NP_RS06315
CHR	1	1238607	1239308	NP_2564A	702	100	100	1238607	1239308	NP_RS06320
CHR	1	1239455	1239637	NP_2566A	0	0	0	-	-	
CHR	1	1239714	1240010	NP_2568A	297	100	100	1239714	1240010	NP_RS06325
CHR	1	1240287	1240556	NP_2570A	270	100	100	1240287	1240556	NP_RS06335
CHR	1	1240707	1241060	NP_2572A	354	100	100	1240707	1241060	NP_RS06340
CHR	1	1241124	1241624	NP_2574A	501	100	100	1241124	1241624	NP_RS06345
CHR	1	1241635	1241832	NP_2576A	198	100	100	1241635	1241832	NP_RS06350
CHR	1	1241946	1243142	NP_2578A	1197	100	100	1241946	1243142	NP_RS06355
CHR	1	1243143	1243457	NP_2580A	315	100	100	1243143	1243457	NP_RS06360
CHR	1	1243520	1244212	NP_2582A	672	97	100	1243541	1244212	NP_RS06365
CHR	1	1244215	1245420	NP_2584A	1206	100	100	1244215	1245420	NP_RS06370
CHR	1	1245433	1246371	NP_2586A	939	100	100	1245433	1246371	NP_RS06375
CHR	1	1246381	1246617	NP_2588A	237	100	100	1246381	1246617	NP_RS06380
CHR	1	1246746	1248107	NP_2590A	1362	100	98	1246725	1248107	NP_RS06385
CHR	1	1248104	1248268	NP_2592A	0	0	0	-	-	
CHR	1	1248261	1249148	NP_2594A	888	100	100	1248261	1249148	NP_RS06390
CHR	1	1249273	1249674	NP_2596A	402	100	100	1249273	1249674	NP_RS06395
CHR	1	1249675	1250709	NP_2598A	1035	100	100	1249675	1250709	NP_RS06400
CHR	1	1250820	1251134	NP_2600A	315	100	100	1250820	1251134	NP_RS06405
CHR	1	1251156	1252844	NP_2602A	1689	100	100	1251156	1252844	NP_RS06410
CHR	1	1253013	1253819	NP_2604A	807	100	100	1253013	1253819	NP_RS06415
CHR	1	1254382	1255563	NP_2606A	1182	100	100	1254382	1255563	NP_RS06420
CHR	1	1255560	1256990	NP_2608A	1431	100	100	1255560	1256990	NP_RS06425
CHR	1	1257000	1258865	NP_2610A	1866	100	100	1257000	1258865	NP_RS06430
CHR	1	1258931	1260085	NP_2612A	1152	100	100	1258931	1260082	NP_RS06435
CHR	1	1260172	1260615	NP_2614A	444	100	100	1260172	1260615	NP_RS06440
CHR	1	1260646	1261818	NP_2616A	1173	100	100	1260646	1261818	NP_RS06445
CHR	1	1261997	1262755	NP_2618A	759	100	100	1261997	1262755	NP_RS06450
CHR	1	1263258	1264421	NP_2620A	1164	100	100	1263258	1264421	NP_RS06455
CHR	1	1264561	1265604	NP_2622A	1044	100	100	1264561	1265604	NP_RS06460
CHR	1	1265618	1267882	NP_2624A	2265	100	100	1265618	1267882	NP_RS06465
CHR	1	1267975	1269546	NP_2626A	1572	100	100	1267975	1269546	NP_RS06470
CHR	1	1269705	1270844	NP_2628A	1140	100	100	1269705	1270844	NP_RS06475
CHR	1	1270940	1271827	NP_2630A	888	100	100	1270940	1271827	NP_RS06480
CHR	1	1271824	1272645	NP_2632A	822	100	100	1271824	1272645	NP_RS06485
CHR	1	1272857	1273798	NP_2634A	942	100	100	1272857	1273798	NP_RS06490
CHR	1	1274101	1275024	NP_2636A	924	100	100	1274101	1275024	NP_RS06495
CHR	1	1275093	1275596	NP_2638A	504	100	100	1275093	1275596	NP_RS06500
CHR	1	1275586	1275804	NP_2640A	219	100	100	1275586	1275804	NP_RS06505
CHR	1	1275871	1276794	NP_2642A	924	100	100	1275871	1276794	NP_RS06510
CHR	1	1276782	1277003	NP_2644A	222	100	100	1276782	1277003	NP_RS06515
CHR	1	1277161	1277586	NP_2646A	426	100	100	1277161	1277586	NP_RS06520
CHR	1	1277651	1278055	NP_2648A	405	100	100	1277651	1278055	NP_RS06525
CHR	1	1278336	1278713	NP_2650A	378	100	100	1278336	1278713	NP_RS06530
CHR	1	1278734	1279108	NP_2652A	375	100	100	1278734	1279108	NP_RS06535
CHR	1	1279167	1282748	NP_2654A	3582	100	100	1279167	1282748	NP_RS06540
CHR	1	1282817	1287295	NP_2656A	4479	100	100	1282817	1287295	NP_RS14115
CHR	1	1287377	1287730	NP_2658A	318	90	100	1287413	1287730	NP_RS14120
CHR	1	1288120	1288596	NP_2660A	477	100	100	1288120	1288596	NP_RS06560
CHR	1	1288611	1289105	NP_2662A	495	100	100	1288611	1289105	NP_RS06565
CHR	1	1289186	1289776	NP_2664A	591	100	100	1289186	1289776	NP_RS06570
CHR	1	1289773	1289967	NP_2666A	195	100	100	1289773	1289967	NP_RS06575
CHR	1	1290118	1292673	NP_2668A	2556	100	100	1290118	1292673	NP_RS06580
CHR	1	1292730	1293896	NP_2670A	1167	100	100	1292730	1293896	NP_RS06585
CHR	1	1293957	1294616	NP_2672A	660	100	100	1293957	1294616	NP_RS06590
CHR	1	1294616	1295872	NP_2674A	1257	100	100	1294616	1295872	NP_RS06595
CHR	1	1295891	1298101	NP_2676A	2211	100	100	1295891	1298101	NP_RS06600
CHR	1	1298156	1298440	NP_2678A	285	100	100	1298156	1298440	NP_RS06605
CHR	1	1298505	1299554	NP_2680A	1050	100	100	1298505	1299554	NP_RS06610
CHR	1	1299798	1300397	NP_2682A	600	100	100	1299798	1300397	NP_RS06615
CHR	1	1300411	1301712	NP_2684A	1302	100	100	1300411	1301712	NP_RS06620
CHR	1	1301780	1302823	NP_2686A	1044	100	90	1301780	1302940	NP_RS06625
CHR	1	1302959	1303990	NP_2688A	1032	100	100	1302959	1303990	NP_RS06630
CHR	1	1303999	1304301	NP_2690A	303	100	100	1303999	1304301	NP_RS06635
CHR	1	1304306	1304512	NP_2692A	207	100	100	1304306	1304512	NP_RS06640
CHR	1	1304645	1305199	NP_2694A	555	100	100	1304645	1305199	NP_RS06645
CHR	1	1305223	1305675	NP_2696A	453	100	100	1305223	1305675	NP_RS06650
CHR	1	1305769	1306188	NP_2698A	420	100	100	1305769	1306188	NP_RS06655
CHR	1	1306224	1306703	NP_2700A	480	100	100	1306224	1306703	NP_RS06660
CHR	1	1306796	1308301	NP_2702A	1506	100	100	1306796	1308301	NP_RS06665
CHR	1	1308298	1308945	NP_2704A	648	100	100	1308298	1308945	NP_RS06670
CHR	1	1309089	1309364	NP_2706A	213	77	100	1309152	1309364	NP_RS06675
CHR	1	1309451	1311592	NP_2708A	2142	100	100	1309451	1311592	NP_RS06680
